Unnamed: 0,target
2017-01-28,177300.0
2017-01-29,41900.0
2017-01-30,179300.0
2017-01-31,159500.0
2017-02-01,127000.0
2017-02-02,6400.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,209400.0
2017-02-10,80500.0
2017-02-11,68200.0
2017-02-12,88400.0
2017-02-13,69200.0
2017-02-14,129200.0
2017-02-15,119400.0
2017-02-16,123300.0
2017-02-17,80000.0
2017-02-18,26700.0
2017-02-19,17500.0
2017-02-20,1268900.0
2017-02-21,636000.0
2017-02-22,486000.0
2017-02-23,279600.0
2017-02-24,148400.0
2017-02-25,62000.0
2017-02-26,171500.0
2017-02-27,162200.0
2017-02-28,351800.0
2017-03-01,139000.0
2017-03-02,151400.0
2017-03-03,147200.0
2017-03-04,237500.0
2017-03-05,53800.0
2017-03-06,175800.0
2017-03-07,98400.0
2017-03-08,121500.0
2017-03-09,175100.0
2017-03-10,125700.0
2017-03-11,40700.0
2017-03-12,88700.0
2017-03-13,66500.0
2017-03-14,36500.0
2017-03-15,126900.0
2017-03-16,181800.0
2017-03-17,66900.0
2017-03-18,67100.0
2017-03-19,51200.0
2017-03-20,130400.0
2017-03-21,1532900.0
2017-03-22,967200.0
2017-03-23,427200.0
2017-03-24,468400.0
2017-03-25,147700.0
2017-03-26,110800.0
2017-03-27,307900.0
2017-03-28,219100.0
2017-03-29,193200.0
2017-03-30,197800.0
2017-03-31,137100.0
2017-04-01,50300.0
2017-04-02,48100.0
2017-04-03,188700.0
2017-04-04,91700.0
2017-04-05,372100.0
2017-04-06,153900.0
2017-04-07,135800.0
2017-04-08,97000.0
2017-04-09,103700.0
2017-04-10,71400.0
2017-04-11,376000.0
2017-04-12,240600.0
2017-04-13,59400.0
2017-04-14,150100.0
2017-04-15,147100.0
2017-04-16,99100.0
2017-04-17,47900.0
2017-04-18,114500.0
2017-04-19,97600.0
2017-04-20,1364700.0
2017-04-21,589300.0
2017-04-22,539900.0
2017-04-23,303100.0
2017-04-24,259300.0
2017-04-25,253000.0
2017-04-26,274500.0
2017-04-27,67000.0
2017-04-28,199800.0
2017-04-29,129100.0
2017-04-30,46800.0
2017-05-01,113000.0
